Price,Close,High,Low,Open,Volume
Ticker,CL=F,CL=F,CL=F,CL=F,CL=F
2021-07-27,71.6500015258789,72.33000183105469,71.08000183105469,72.22000122070312,333123
2021-07-28,72.38999938964844,72.5999984741211,71.69999694824219,71.9000015258789,318911
2021-07-29,73.62000274658203,73.68000030517578,72.26000213623047,72.4000015258789,294462
2021-07-30,73.94999694824219,74.2300033569336,72.93000030517578,73.41000366210938,303700
2021-08-02,71.26000213623047,73.94999694824219,70.55000305175781,73.91000366210938,448200
2021-08-03,70.55999755859375,71.95999908447266,69.19000244140625,71.5199966430664,509938
2021-08-04,68.1500015258789,70.80999755859375,67.8499984741211,70.31999969482422,582924
2021-08-05,69.08999633789062,69.3499984741211,67.61000061035156,68.05999755859375,416331
2021-08-06,68.27999877929688,70.18000030517578,67.80000305175781,69.13999938964844,537136
2021-08-09,66.4800033569336,67.9000015258789,65.1500015258789,67.87999725341797,598381
2021-08-10,68.29000091552734,68.9000015258789,66.55999755859375,66.8499984741211,452126
2021-08-11,69.25,69.44999694824219,66.66999816894531,68.51000213623047,513292
2021-08-12,69.08999633789062,69.62000274658203,68.45999908447266,69.36000061035156,352465
2021-08-13,68.44000244140625,69.22000122070312,67.7699966430664,68.91000366210938,272033
2021-08-16,67.29000091552734,68.13999938964844,65.7300033569336,68.12999725341797,334844
2021-08-17,66.58999633789062,67.72000122070312,66.33000183105469,67.43000030517578,235303
2021-08-18,65.45999908447266,67.4800033569336,64.33999633789062,66.58000183105469,121197
2021-08-19,63.689998626708984,64.76000213623047,62.630001068115234,64.58000183105469,88237
2021-08-20,62.31999969482422,64.0999984741211,62.11000061035156,64.05000305175781,365009
2021-08-23,65.63999938964844,66.0,61.7400016784668,61.959999084472656,397290
2021-08-24,67.54000091552734,67.80000305175781,65.41000366210938,65.54000091552734,335888
2021-08-25,68.36000061035156,68.54000091552734,66.91999816894531,67.62999725341797,353742
2021-08-26,67.41999816894531,68.30999755859375,67.0199966430664,68.0,344286
2021-08-27,68.73999786376953,69.05000305175781,67.5199966430664,67.75,326056
2021-08-30,69.20999908447266,69.63999938964844,67.66999816894531,69.30000305175781,360797
2021-08-31,68.5,69.33999633789062,68.16000366210938,69.18000030517578,325853
2021-09-01,68.58999633789062,69.23999786376953,67.12000274658203,68.55000305175781,399497
2021-09-02,69.98999786376953,70.61000061035156,67.83999633789062,68.29000091552734,403314
2021-09-03,69.29000091552734,70.52999877929688,69.05000305175781,69.76000213623047,313086
2021-09-07,68.3499984741211,69.4800033569336,67.63999938964844,69.11000061035156,481704
2021-09-08,69.30000305175781,69.75,68.30999755859375,68.37000274658203,389325
2021-09-09,68.13999938964844,69.88999938964844,67.55999755859375,69.36000061035156,556451
2021-09-10,69.72000122070312,69.95999908447266,67.68000030517578,67.97000122070312,411079
2021-09-13,70.44999694824219,70.97000122070312,69.51000213623047,69.73999786376953,390939
2021-09-14,70.45999908447266,71.22000122070312,69.9800033569336,70.63999938964844,414231
2021-09-15,72.61000061035156,73.13999938964844,70.6500015258789,70.76000213623047,418665
2021-09-16,72.61000061035156,72.98999786376953,71.52999877929688,72.6500015258789,298412
2021-09-17,71.97000122070312,72.72000122070312,71.20999908447266,72.62000274658203,119933
2021-09-20,70.29000091552734,72.08000183105469,69.86000061035156,71.91999816894531,75837
2021-09-21,70.55999755859375,71.62999725341797,69.66999816894531,70.58999633789062,393403
2021-09-22,72.2300033569336,72.30000305175781,70.63999938964844,70.8499984741211,381061
2021-09-23,73.30000305175781,73.5,71.61000061035156,71.97000122070312,403405
2021-09-24,73.9800033569336,74.2699966430664,72.80999755859375,73.23999786376953,350382
2021-09-27,75.44999694824219,75.75,74.16000366210938,74.19000244140625,417829
2021-09-28,75.29000091552734,76.66999816894531,74.23999786376953,75.43000030517578,476143
2021-09-29,74.83000183105469,75.79000091552734,73.73999786376953,74.37999725341797,424193
2021-09-30,75.02999877929688,76.06999969482422,73.13999938964844,74.77999877929688,583189
2021-10-01,75.87999725341797,75.98999786376953,74.2300033569336,75.12000274658203,388996
2021-10-04,77.62000274658203,78.37999725341797,75.31999969482422,75.9000015258789,458006
2021-10-05,78.93000030517578,79.4800033569336,77.47000122070312,77.58000183105469,449617
2021-10-06,77.43000030517578,79.77999877929688,76.83000183105469,79.04000091552734,459055
2021-10-07,78.30000305175781,78.88999938964844,74.95999908447266,77.0,545008
2021-10-08,79.3499984741211,80.11000061035156,78.62999725341797,78.86000061035156,662010
2021-10-11,80.5199966430664,82.18000030517578,79.55000305175781,79.58999633789062,653756
2021-10-12,80.63999938964844,81.62000274658203,79.47000122070312,80.5,598181
2021-10-13,80.44000244140625,81.04000091552734,79.41999816894531,80.58000183105469,487220
2021-10-14,81.30999755859375,81.68000030517578,80.37999725341797,80.58999633789062,399813
2021-10-15,82.27999877929688,82.66000366210938,81.38999938964844,81.4800033569336,277953
2021-10-18,82.44000244140625,83.87000274658203,81.83999633789062,82.5999984741211,134098
2021-10-19,82.95999908447266,83.73999786376953,81.80000305175781,82.37000274658203,82607
2021-10-20,83.87000274658203,84.25,81.30000305175781,83.33999633789062,530693
2021-10-21,82.5,83.95999908447266,80.79000091552734,83.58000183105469,567503
2021-10-22,83.76000213623047,84.22000122070312,81.76000213623047,82.61000061035156,465355
2021-10-25,83.76000213623047,85.41000366210938,83.38999938964844,83.9800033569336,568725
2021-10-26,84.6500015258789,84.87999725341797,82.97000122070312,83.72000122070312,467716
2021-10-27,82.66000366210938,84.51000213623047,82.01000213623047,84.38999938964844,529952
2021-10-28,82.80999755859375,83.20999908447266,80.58000183105469,82.25,491585
2021-10-29,83.56999969482422,83.73999786376953,81.41000366210938,83.08999633789062,507309
2021-11-01,84.05000305175781,84.87999725341797,82.73999786376953,83.36000061035156,412309
2021-11-02,83.91000366210938,84.41000366210938,82.91999816894531,83.87000274658203,429608
2021-11-03,80.86000061035156,83.08000183105469,79.69000244140625,83.06999969482422,546577
2021-11-04,78.80999755859375,83.41999816894531,78.25,80.18000030517578,701119
2021-11-05,81.2699966430664,81.80000305175781,78.95999908447266,79.37000274658203,531054
2021-11-08,81.93000030517578,82.66999816894531,81.05000305175781,81.12999725341797,393953
2021-11-09,84.1500015258789,84.62999725341797,81.77999877929688,82.16000366210938,504832
2021-11-10,81.33999633789062,84.97000122070312,80.80999755859375,84.52999877929688,555215
2021-11-11,81.58999633789062,82.33000183105469,80.19999694824219,81.41000366210938,475436
2021-11-12,80.79000091552734,81.62000274658203,79.77999877929688,81.20999908447266,390304
2021-11-15,80.87999725341797,81.19999694824219,79.30000305175781,80.66000366210938,343484
2021-11-16,80.76000213623047,81.80999755859375,80.02999877929688,80.93000030517578,325668
2021-11-17,78.36000061035156,80.69000244140625,77.69000244140625,80.54000091552734,174471
2021-11-18,79.01000213623047,79.36000061035156,77.08000183105469,78.33999633789062,83984
2021-11-19,76.0999984741211,79.91999816894531,75.37000274658203,78.76000213623047,623448
2021-11-22,76.75,77.16000366210938,74.76000213623047,75.75,465768
2021-11-23,78.5,78.86000061035156,75.30000305175781,76.45999908447266,506987
2021-11-24,78.38999938964844,79.2300033569336,77.9800033569336,78.4800033569336,328848
2021-11-26,68.1500015258789,78.6500015258789,67.4000015258789,78.33999633789062,844630
2021-11-29,69.94999694824219,72.93000030517578,68.86000061035156,69.2300033569336,675090
2021-11-30,66.18000030517578,71.22000122070312,64.43000030517578,70.04000091552734,722475
2021-12-01,65.56999969482422,69.48999786376953,64.83999633789062,67.01000213623047,602447
2021-12-02,66.5,67.48999786376953,62.43000030517578,65.62999725341797,668293
2021-12-03,66.26000213623047,69.22000122070312,65.5999984741211,67.5,449974
2021-12-06,69.48999786376953,70.1500015258789,66.72000122070312,67.0199966430664,401060
2021-12-07,72.05000305175781,73.02999877929688,69.5199966430664,69.72000122070312,496528
2021-12-08,72.36000061035156,73.0,70.91000366210938,71.86000061035156,464846
2021-12-09,70.94000244140625,73.33999633789062,70.38999938964844,72.5199966430664,393205
