Price,Close,High,Low,Open,Volume
Ticker,CNYUSD=X,CNYUSD=X,CNYUSD=X,CNYUSD=X,CNYUSD=X
2020-05-01,0.14161698520183563,0.14161698520183563,0.14161497354507446,0.14161698520183563,0
2020-05-04,0.1416129767894745,0.1417997181415558,0.1416129767894745,0.1416129767894745,0
2020-05-05,0.1416129767894745,0.1416189819574356,0.14161096513271332,0.1416129767894745,0
2020-05-06,0.1416129767894745,0.14161497354507446,0.14074991643428802,0.1416129767894745,0
2020-05-07,0.1407736986875534,0.14125891029834747,0.14072218537330627,0.1407736986875534,0
2020-05-08,0.14116717875003815,0.14161096513271332,0.141145259141922,0.14116717875003815,0
2020-05-11,0.14138072729110718,0.1414107084274292,0.14088673889636993,0.14138072729110718,0
2020-05-12,0.14088475704193115,0.14126887917518616,0.14087285101413727,0.14088475704193115,0
2020-05-13,0.14120106399059296,0.14124692976474762,0.14094233512878418,0.14120106399059296,0
2020-05-14,0.1410178691148758,0.14109347760677338,0.14080937206745148,0.1410178691148758,0
2020-05-15,0.1409502923488617,0.14107556641101837,0.14067664742469788,0.1409502923488617,0
2020-05-18,0.14082126319408417,0.14082325994968414,0.14047902822494507,0.14082126319408417,0
2020-05-19,0.1406746655702591,0.14092843234539032,0.14061927795410156,0.1406746655702591,0
2020-05-20,0.1408807933330536,0.14117315411567688,0.140684574842453,0.1408807933330536,0
2020-05-21,0.14099399745464325,0.14111538231372833,0.1405639350414276,0.14099399745464325,0
2020-05-22,0.14056196808815002,0.14068061113357544,0.14000700414180756,0.14056196808815002,0
2020-05-25,0.14026425778865814,0.14032132923603058,0.1400187611579895,0.14026425778865814,0
2020-05-26,0.14014041423797607,0.14034102857112885,0.140114888548851,0.14014041423797607,0
2020-05-27,0.1401718556880951,0.14017382264137268,0.13933593034744263,0.1401718556880951,0
2020-05-28,0.1395050287246704,0.13999131321907043,0.13949920237064362,0.1395030915737152,0
2020-05-29,0.1399541050195694,0.1402229517698288,0.13979756832122803,0.1399541050195694,0
2020-06-01,0.14012864232063293,0.1406489610671997,0.14008937776088715,0.14012864232063293,0
2020-06-02,0.1403173953294754,0.14088277518749237,0.14031149446964264,0.1403173953294754,0
2020-06-03,0.14084705710411072,0.1409602165222168,0.14035481214523315,0.14084705710411072,0
2020-06-04,0.14055407047271729,0.1408391296863556,0.14026425778865814,0.14055407047271729,0
2020-06-05,0.1406628042459488,0.1413947194814682,0.14057579636573792,0.14066082239151,0
2020-06-08,0.1412229984998703,0.14164306223392487,0.14104968309402466,0.1412229984998703,0
2020-06-09,0.14143671095371246,0.14152880012989044,0.1410536766052246,0.14143671095371246,0
2020-06-10,0.14131678640842438,0.1418781876564026,0.14118510484695435,0.14131678640842438,0
2020-06-11,0.14164306223392487,0.1418781876564026,0.14136074483394623,0.14164306223392487,0
2020-06-12,0.1415608525276184,0.14160294830799103,0.14112134277820587,0.1415608525276184,0
2020-06-15,0.14119507372379303,0.141197070479393,0.14090262353420258,0.14119507372379303,0
2020-06-16,0.1410278081893921,0.1415027678012848,0.14102382957935333,0.1410278081893921,0
2020-06-17,0.14112333953380585,0.1411711573600769,0.14093439280986786,0.14113131165504456,0
2020-06-18,0.1411532312631607,0.14146873354911804,0.1409979909658432,0.1411532312631607,0
2020-06-19,0.14107556641101837,0.1415608525276184,0.1410357654094696,0.14107556641101837,0
2020-06-22,0.14141671359539032,0.14152880012989044,0.14123696088790894,0.14141671359539032,0
2020-06-23,0.1414947509765625,0.14169925451278687,0.14122100174427032,0.1414947509765625,0
2020-06-24,0.14169523119926453,0.14182184636592865,0.14130280911922455,0.14169523119926453,0
2020-06-25,0.1412988156080246,0.14130081236362457,0.1412988156080246,0.1412988156080246,0
2020-06-26,0.1412988156080246,0.1412988156080246,0.14129482209682465,0.1412988156080246,0
2020-06-29,0.1412988156080246,0.14152678847312927,0.14123696088790894,0.1412988156080246,0
2020-06-30,0.14125092327594757,0.1416831910610199,0.14123696088790894,0.14125092327594757,0
2020-07-01,0.1415548324584961,0.14180977642536163,0.14142270386219025,0.1415548324584961,0
2020-07-02,0.1414407193660736,0.14169122278690338,0.14143872261047363,0.1414407193660736,0
2020-07-03,0.1415328085422516,0.141717329621315,0.141472727060318,0.1415328085422516,0
2020-07-06,0.14153480529785156,0.1426045298576355,0.14153480529785156,0.14153480529785156,0
2020-07-07,0.14250494539737701,0.14279595017433167,0.14234469830989838,0.14250494539737701,0
2020-07-08,0.1425943672657013,0.14291635155677795,0.14238929748535156,0.1425943672657013,0
2020-07-09,0.14278574287891388,0.14334450662136078,0.14278370141983032,0.14278574287891388,0
2020-07-10,0.1429980993270874,0.14300014078617096,0.14262893795967102,0.1429980993270874,0
2020-07-13,0.1430206000804901,0.14308813214302063,0.14278779923915863,0.1430206000804901,0
2020-07-14,0.14293065667152405,0.14298173785209656,0.14271442592144012,0.14293065667152405,0
